Action: 0
[0.14526375434522398, 0.059086822149418336, 0.4450792684271444, 0.05867726230681958, 0.09380164685483722, 0.08073672130291741, 0.05867726230681958, 0.05867726230681958]
[0.07399599945268702, 0.07399599945268702, 0.3577652326952912, 0.07399599945268702, 0.1982587705885867, 0.07399599945268702, 0.07399599945268702, 0.07399599945268702]
[0.14496142791050062, 0.06365773311051408, 0.3567815701639001, 0.057525366624937777, 0.18628854304204767, 0.07573462589822413, 0.057525366624937777, 0.057525366624937777]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.17951897259399402, 0.06547921925679893, 0.42277374392446204, 0.06547921925679893, 0.06961391244283274, 0.06617649401151544, 0.06547921925679893, 0.06547921925679893]
[0.18803300328988093, 0.058442391592838615, 0.3430914204455851, 0.058442391592838615, 0.12947594936837908, 0.10563006052480031, 0.058442391592838615, 0.058442391592838615]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

Action: 1
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

