Action: 0
[0.20494677886078294, 0.08894939651428393, 0.2500045993733624, 0.08311292270509998, 0.12364753443117078, 0.08311292270509998, 0.08311292270509998, 0.08311292270509998]
[0.18750833405230494, 0.08759192413499295, 0.23682341767867163, 0.08759192413499295, 0.13770862759405875, 0.08759192413499295, 0.08759192413499295, 0.08759192413499295]
[0.28723802290817374, 0.08414673965415939, 0.1762608739157449, 0.08413216775164896, 0.11582569251532619, 0.08413216775164896, 0.08413216775164896, 0.08413216775164896]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.25356207653040885, 0.08697718338889576, 0.2081977177589108, 0.08633187116646748, 0.10593551908382355, 0.08633188973855858, 0.08633187116646748, 0.08633187116646748]
[0.10309130442717358, 0.17219742411488684, 0.19333062137478038, 0.08609871205744342, 0.18698580185338548, 0.08609871205744342, 0.08609871205744342, 0.08609871205744342]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

Action: 1
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.08617684711322254, 0.15625989384591255, 0.08617684711322254, 0.08617684711322254, 0.23211722067389268, 0.18073864991408206, 0.08617684711322254, 0.08617684711322254]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.09595414506440893, 0.09595414506440893, 0.09595414506440893, 0.09595414506440893, 0.09595414506440893, 0.3283209845491375, 0.09595414506440893, 0.09595414506440893]
[0.09595414506440893, 0.09595414506440893, 0.09595414506440893, 0.09595414506440893, 0.09595414506440893, 0.3283209845491375, 0.09595414506440893, 0.09595414506440893]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

