Timestep: 0, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 1, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 2, Trans probs: [0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 3, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 4, Trans probs: [0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 5, Trans probs: [0.2995953599931559, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343]
Timestep: 6, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 7, Trans probs: [0.2995953599931559, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343]
Timestep: 8, Trans probs: [0.27013324948912404, 0.09123334381385949, 0.18246668762771898, 0.09123334381385949, 0.09123334381385949, 0.09123334381385949, 0.09123334381385949, 0.09123334381385949]
Timestep: 9, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 10, Trans probs: [0.24584524695478543, 0.16789819817143026, 0.16651105944520866, 0.08394909908571513, 0.08394909908571513, 0.08394909908571513, 0.08394909908571513, 0.08394909908571513]
Timestep: 11, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 12, Trans probs: [0.2255714160688016, 0.15442800683241725, 0.15316194506859723, 0.0778064386716973, 0.1556128773433946, 0.0778064386716973, 0.0778064386716973, 0.0778064386716973]
Timestep: 13, Trans probs: [0.2084414157231852, 0.14300267644603012, 0.21436318164591667, 0.07252504716604558, 0.14409253752068582, 0.07252504716604558, 0.07252504716604558, 0.07252504716604558]
Timestep: 14, Trans probs: [0.1935104116652323, 0.1331095200428648, 0.2670339471781194, 0.06805766093059976, 0.13411547739138444, 0.06805766093059976, 0.06805766093059976, 0.06805766093059976]
Timestep: 15, Trans probs: [0.10005780571526343, 0.10005780571526343, 0.2995953599931559, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343, 0.10005780571526343]
Timestep: 16, Trans probs: [0.27013324948912404, 0.09123334381385949, 0.09123334381385949, 0.09123334381385949, 0.18246668762771898, 0.09123334381385949, 0.09123334381385949, 0.09123334381385949]
Timestep: 17, Trans probs: [0.18246668762771898, 0.09123334381385949, 0.27013324948912404, 0.09123334381385949, 0.09123334381385949, 0.09123334381385949, 0.09123334381385949, 0.09123334381385949]
Timestep: 18, Trans probs: [0.18029213599943975, 0.12445643038086412, 0.24825865726539756, 0.06432128406477207, 0.18970764009521032, 0.06432128406477207, 0.06432128406477207, 0.06432128406477207]
Timestep: 19, Trans probs: [0.16867349044655924, 0.11686279148152771, 0.29280311961760297, 0.061062583917487395, 0.17741026278436062, 0.061062583917487395, 0.061062583917487395, 0.061062583917487395]
Timestep: 20, Trans probs: [0.24584524695478543, 0.08394909908571513, 0.08394909908571513, 0.08394909908571513, 0.2504601585309238, 0.08394909908571513, 0.08394909908571513, 0.08394909908571513]
Timestep: 21, Trans probs: [0.21659869659598474, 0.11015177111910335, 0.27353824887929445, 0.05833306946745655, 0.1663790055357914, 0.05833306946745655, 0.05833306946745655, 0.05833306946745655]
Timestep: 22, Trans probs: [0.16651105944520866, 0.08394909908571513, 0.32979434604050056, 0.08394909908571513, 0.08394909908571513, 0.08394909908571513, 0.08394909908571513, 0.08394909908571513]
Timestep: 23, Trans probs: [0.20327437556207228, 0.1041845938126102, 0.25627851620200676, 0.05594737311131949, 0.21247302197803283, 0.05594737311131949, 0.05594737311131949, 0.05594737311131949]
Timestep: 24, Trans probs: [0.1528358215184742, 0.07806473171821832, 0.378775788172216, 0.07806473171821832, 0.07806473171821832, 0.07806473171821832, 0.07806473171821832, 0.07806473171821832]
Timestep: 25, Trans probs: [0.19129878574193424, 0.09884891106324846, 0.2407511719829603, 0.053844018228204525, 0.2537250582990389, 0.053844018228204525, 0.053844018228204525, 0.053844018228204525]
Timestep: 26, Trans probs: [0.14104889861094325, 0.07332050712759705, 0.4190280586234744, 0.07332050712759705, 0.07332050712759705, 0.07332050712759705, 0.07332050712759705, 0.07332050712759705]
Timestep: 27, Trans probs: [0.18043014369103608, 0.09406756216726186, 0.2266263743850125, 0.052025982987801, 0.2907719878054855, 0.052025982987801, 0.052025982987801, 0.052025982987801]
Timestep: 28, Trans probs: [0.17050147089717285, 0.08977694230033832, 0.26416183445560626, 0.05047998520562461, 0.27363981152438416, 0.05047998520562461, 0.05047998520562461, 0.05047998520562461]
Timestep: 29, Trans probs: [0.2250253922320004, 0.0779653159788607, 0.1559306319577214, 0.0779653159788607, 0.22921739591597476, 0.0779653159788607, 0.0779653159788607, 0.0779653159788607]
Timestep: 30, Trans probs: [0.21056615098630682, 0.0859034892441419, 0.24905604371500084, 0.049137695753122414, 0.2579235330420608, 0.049137695753122414, 0.049137695753122414, 0.049137695753122414]
