Action: 0
[0.09458727053936267, 0.08706820256888913, 0.3232481052770888, 0.08706820256888913, 0.14682361133910288, 0.08706820256888913, 0.08706820256888913, 0.08706820256888913]
[0.17243162769230147, 0.08874715544965928, 0.295085439609743, 0.08874715544965928, 0.08874715544965928, 0.08874715544965928, 0.08874715544965928, 0.08874715544965928]
[0.25855168492560376, 0.08621464355129337, 0.2067944530843658, 0.08619718461030057, 0.1034235193886294, 0.08642414521920601, 0.08619718461030057, 0.08619718461030057]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.24677420624957713, 0.08796469510550636, 0.22542048567344958, 0.08796469510550636, 0.08798183254944146, 0.08796469510550636, 0.08796469510550636, 0.08796469510550636]
[0.13883097209037912, 0.08953599174648108, 0.17907198349296216, 0.08953599174648108, 0.23441708568425335, 0.08953599174648108, 0.08953599174648108, 0.08953599174648108]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

Action: 1
[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.20219903030560218, 0.10109951515280109, 0.10109951515280109, 0.10109951515280109, 0.19120387877759135, 0.10109951515280109, 0.10109951515280109, 0.10109951515280109]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

