Timestep: 0, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 1, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 2, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 3, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 4, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 5, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 6, Trans probs: [0.10471582512940031, 0.10471582512940031, 0.10471582512940031, 0.10471582512940031, 0.1622733989647975, 0.20943165025880062, 0.10471582512940031, 0.10471582512940031]
Timestep: 7, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]
Timestep: 8, Trans probs: [0.10471582512940031, 0.10471582512940031, 0.10471582512940031, 0.10471582512940031, 0.20943165025880062, 0.1622733989647975, 0.10471582512940031, 0.10471582512940031]
Timestep: 9, Trans probs: [0.10181420568108683, 0.10181420568108683, 0.10181420568108683, 0.10181420568108683, 0.25762246192862337, 0.13149230398485556, 0.10181420568108683, 0.10181420568108683]
Timestep: 10, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 11, Trans probs: [0.10181420568108683, 0.10181420568108683, 0.10181420568108683, 0.10181420568108683, 0.25762246192862337, 0.13149230398485556, 0.10181420568108683, 0.10181420568108683]
Timestep: 12, Trans probs: [0.10181420568108683, 0.10181420568108683, 0.10181420568108683, 0.10181420568108683, 0.2333065096659424, 0.15580825624753653, 0.10181420568108683, 0.10181420568108683]
Timestep: 13, Trans probs: [0.10187896219548091, 0.10187896219548091, 0.10187896219548091, 0.10187896219548091, 0.16078145564982016, 0.22794477117729436, 0.10187896219548091, 0.10187896219548091]
Timestep: 14, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 15, Trans probs: [0.10187896219548091, 0.10187896219548091, 0.10187896219548091, 0.10187896219548091, 0.16078145564982016, 0.22794477117729436, 0.10187896219548091, 0.10187896219548091]
Timestep: 16, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 17, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 18, Trans probs: [0.10162724459524278, 0.10162724459524278, 0.10162724459524278, 0.10162724459524278, 0.13165144771734152, 0.25858508471120173, 0.10162724459524278, 0.10162724459524278]
Timestep: 19, Trans probs: [0.10286415077819512, 0.10286415077819512, 0.10286415077819512, 0.10286415077819512, 0.21764642840422369, 0.16516866692660553, 0.10286415077819512, 0.10286415077819512]
Timestep: 20, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 21, Trans probs: [0.10471582512940031, 0.10471582512940031, 0.26698922409419784, 0.10471582512940031, 0.10471582512940031, 0.10471582512940031, 0.10471582512940031, 0.10471582512940031]
Timestep: 22, Trans probs: [0.10187896219548091, 0.10187896219548091, 0.10187896219548091, 0.10187896219548091, 0.16078145564982016, 0.22794477117729436, 0.10187896219548091, 0.10187896219548091]
Timestep: 23, Trans probs: [0.10171712360477374, 0.10171712360477374, 0.10171712360477374, 0.10171712360477374, 0.1286404586996537, 0.261056799671704, 0.10171712360477374, 0.10171712360477374]
Timestep: 24, Trans probs: [0.10471582512940031, 0.10471582512940031, 0.26698922409419784, 0.10471582512940031, 0.10471582512940031, 0.10471582512940031, 0.10471582512940031, 0.10471582512940031]
Timestep: 25, Trans probs: [0.10171712360477374, 0.10171712360477374, 0.10171712360477374, 0.10171712360477374, 0.1286404586996537, 0.261056799671704, 0.10171712360477374, 0.10171712360477374]
Timestep: 26, Trans probs: [0.10300509426610824, 0.10300509426610824, 0.10300509426610824, 0.10300509426610824, 0.11355023180025062, 0.2684192026030999, 0.10300509426610824, 0.10300509426610824]
Timestep: 27, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 28, Trans probs: [0.10300509426610824, 0.10300509426610824, 0.10300509426610824, 0.10300509426610824, 0.11355023180025062, 0.2684192026030999, 0.10300509426610824, 0.10300509426610824]
Timestep: 29, Trans probs: [0.15475081633944962, 0.10097420170017318, 0.1335320021286281, 0.10097420170017318, 0.10587197133088315, 0.20194840340034637, 0.10097420170017318, 0.10097420170017318]
Timestep: 30, Trans probs: [0.10377891785036311, 0.10377891785036311, 0.10377891785036311, 0.10377891785036311, 0.10773364539996358, 0.26959284749785767, 0.10377891785036311, 0.10377891785036311]
