Action: 0
[0.10545883976179357, 0.09162616181720228, 0.3106408379310828, 0.09162616181720228, 0.09385618756579633, 0.12353948747251836, 0.09162616181720228, 0.09162616181720228]
[0.19372372191924667, 0.09037708762026636, 0.12315491563617388, 0.09037708762026636, 0.23123592434324775, 0.09037708762026636, 0.09037708762026636, 0.09037708762026636]
[0.16872521377270966, 0.09300567886726224, 0.1802198624924785, 0.09300567839830114, 0.1860256064460124, 0.0930066032266337, 0.09300567839830114, 0.09300567839830114]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.15785979678415457, 0.08915984335054339, 0.26442394923315454, 0.08915984335054339, 0.1229011202243068, 0.09817576035621052, 0.08915984335054339, 0.08915984335054339]
[0.1413543634724054, 0.10045926763268943, 0.28892348228833686, 0.08748224492178563, 0.11816661406817747, 0.0886495377730338, 0.08748224492178563, 0.08748224492178563]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

Action: 1
[0.10176044909013712, 0.10176044909013712, 0.10176044909013712, 0.10176044909013712, 0.10176044909013712, 0.2876768563690403, 0.10176044909013712, 0.10176044909013712]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.09815721968909043, 0.09815721968909043, 0.09815721968909043, 0.09815721968909043, 0.09815721968909043, 0.312899462176367, 0.09815721968909043, 0.09815721968909043]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.10176044909013712, 0.10176044909013712, 0.10176044909013712, 0.10176044909013712, 0.10176044909013712, 0.2876768563690403, 0.10176044909013712, 0.10176044909013712]
[0.10176044909013712, 0.10176044909013712, 0.10176044909013712, 0.10176044909013712, 0.20352089818027425, 0.18591640727890318, 0.10176044909013712, 0.10176044909013712]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

