Timestep: 0, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 1, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]
Timestep: 2, Trans probs: [0.10670517302294207, 0.10670517302294207, 0.10670517302294207, 0.10670517302294207, 0.10670517302294207, 0.2530637888394055, 0.10670517302294207, 0.10670517302294207]
Timestep: 3, Trans probs: [0.10684033153906668, 0.10684033153906668, 0.10684033153906668, 0.10684033153906668, 0.10684033153906668, 0.2521176792265331, 0.10684033153906668, 0.10684033153906668]
Timestep: 4, Trans probs: [0.10683484003565354, 0.10683484003565354, 0.10683484003565354, 0.10683484003565354, 0.10683484003565354, 0.2521561197504253, 0.10683484003565354, 0.10683484003565354]
Timestep: 5, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 6, Trans probs: [0.1068350623709704, 0.1068350623709704, 0.1068350623709704, 0.1068350623709704, 0.2136701247419408, 0.14531950103223668, 0.1068350623709704, 0.1068350623709704]
Timestep: 7, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 8, Trans probs: [0.1068350623709704, 0.1068350623709704, 0.1068350623709704, 0.1068350623709704, 0.2136701247419408, 0.14531950103223668, 0.1068350623709704, 0.1068350623709704]
Timestep: 9, Trans probs: [0.1051570058263928, 0.1051570058263928, 0.1051570058263928, 0.1051570058263928, 0.1445527155861989, 0.22450524945544423, 0.1051570058263928, 0.1051570058263928]
Timestep: 10, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 11, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]
Timestep: 12, Trans probs: [0.10670517302294207, 0.10670517302294207, 0.10670517302294207, 0.10670517302294207, 0.21341034604588413, 0.14635861581646345, 0.10670517302294207, 0.10670517302294207]
Timestep: 13, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 14, Trans probs: [0.1051570058263928, 0.1051570058263928, 0.1051570058263928, 0.1051570058263928, 0.1445527155861989, 0.22450524945544423, 0.1051570058263928, 0.1051570058263928]
Timestep: 15, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 16, Trans probs: [0.10512407316332012, 0.10512407316332012, 0.10512407316332012, 0.10512407316332012, 0.14440861578454683, 0.2248469452355323, 0.10512407316332012, 0.10512407316332012]
Timestep: 17, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 18, Trans probs: [0.1051570058263928, 0.1051570058263928, 0.1051570058263928, 0.1051570058263928, 0.1445527155861989, 0.22450524945544423, 0.1051570058263928, 0.1051570058263928]
Timestep: 19, Trans probs: [0.10527379651550192, 0.10527379651550192, 0.10527379651550192, 0.10527379651550192, 0.11831168753487079, 0.25004553337211766, 0.10527379651550192, 0.10527379651550192]
Timestep: 20, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 21, Trans probs: [0.10528108147684011, 0.21056216295368022, 0.10528108147684011, 0.10528108147684011, 0.11824444191401765, 0.1447879877481016, 0.10528108147684011, 0.10528108147684011]
Timestep: 22, Trans probs: [0.10527379651550192, 0.10527379651550192, 0.10527379651550192, 0.10527379651550192, 0.11831168753487079, 0.25004553337211766, 0.10527379651550192, 0.10527379651550192]
Timestep: 23, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 24, Trans probs: [0.10527379651550192, 0.10527379651550192, 0.10527379651550192, 0.10527379651550192, 0.11831168753487079, 0.25004553337211766, 0.10527379651550192, 0.10527379651550192]
Timestep: 25, Trans probs: [0.10635303126679369, 0.10635303126679369, 0.10635303126679369, 0.10635303126679369, 0.10989095189787047, 0.25199086050136754, 0.10635303126679369, 0.10635303126679369]
