Action: 0
[0.13691874136523086, 0.0799496231941738, 0.3039372300045355, 0.07994962319362177, 0.15167155136273708, 0.08767398449245749, 0.07994962319362177, 0.07994962319362177]
[0.16549391219983178, 0.08313738955717256, 0.30672997389277296, 0.08313738955717256, 0.11208916612153244, 0.08313738955717256, 0.08313738955717256, 0.08313738955717256]
[0.17433678745850362, 0.07993241158391046, 0.22399930710743196, 0.07993241158390597, 0.10204711325185002, 0.17988714584658605, 0.07993241158390597, 0.07993241158390597]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.17635255893380405, 0.08158055645824634, 0.26774181506199873, 0.08158012242322249, 0.14789116069591401, 0.08169354158036937, 0.08158012242322249, 0.08158012242322249]
[0.1770886444873028, 0.07687464763248077, 0.18404739663424202, 0.07668550165935255, 0.20950772347669916, 0.12242508279121754, 0.07668550165935255, 0.07668550165935255]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

Action: 1
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.10089316186663021, 0.10089316186663021, 0.10089316186663021, 0.10089316186663021, 0.10089316186663021, 0.2937478669335886, 0.10089316186663021, 0.10089316186663021]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.10089316186663021, 0.10089316186663021, 0.10089316186663021, 0.10089316186663021, 0.10089316186663021, 0.2937478669335886, 0.10089316186663021, 0.10089316186663021]
[0.09515993219173625, 0.09515993219173625, 0.09515993219173625, 0.09515993219173625, 0.09515993219173625, 0.3338804746578461, 0.09515993219173625, 0.09515993219173625]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

