Timestep: 0, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 1, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 2, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 3, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 4, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]
Timestep: 5, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 6, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 7, Trans probs: [0.10390207819522268, 0.10390207819522268, 0.10390207819522268, 0.10390207819522268, 0.10390207819522268, 0.2726854526334412, 0.10390207819522268, 0.10390207819522268]
Timestep: 8, Trans probs: [0.1030198692041799, 0.1030198692041799, 0.1030198692041799, 0.1030198692041799, 0.2060397384083598, 0.1758410463665607, 0.1030198692041799, 0.1030198692041799]
Timestep: 9, Trans probs: [0.10008043625292937, 0.10008043625292937, 0.10008043625292937, 0.10008043625292937, 0.25832367545457, 0.14119370702785378, 0.10008043625292937, 0.10008043625292937]
Timestep: 10, Trans probs: [0.10087594378140037, 0.10087594378140037, 0.10087594378140037, 0.10087594378140037, 0.27487121679830767, 0.11987312051328994, 0.10087594378140037, 0.10087594378140037]
Timestep: 11, Trans probs: [0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 12, Trans probs: [0.10390207819522268, 0.16878337443821848, 0.10390207819522268, 0.10390207819522268, 0.10390207819522268, 0.20780415639044536, 0.10390207819522268, 0.10390207819522268]
Timestep: 13, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 14, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 15, Trans probs: [0.20067816255331816, 0.13760655119414003, 0.10033908127665908, 0.10033908127665908, 0.10033908127665908, 0.16001987986924626, 0.10033908127665908, 0.10033908127665908]
Timestep: 16, Trans probs: [0.10191939548176222, 0.10191939548176222, 0.10191939548176222, 0.10191939548176222, 0.17650177242208465, 0.21198185468734201, 0.10191939548176222, 0.10191939548176222]
Timestep: 17, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 18, Trans probs: [0.1582926841804094, 0.12034466462345783, 0.09792210958180876, 0.09792210958180876, 0.19584421916361752, 0.13382999370528006, 0.09792210958180876, 0.09792210958180876]
Timestep: 19, Trans probs: [0.10191939548176222, 0.10191939548176222, 0.10191939548176222, 0.10191939548176222, 0.17650177242208465, 0.21198185468734201, 0.10191939548176222, 0.10191939548176222]
Timestep: 20, Trans probs: [0.13381708598001005, 0.1100811354635244, 0.09605614382666143, 0.09605614382666143, 0.2533611848194972, 0.11851601843032263, 0.09605614382666143, 0.09605614382666143]
Timestep: 21, Trans probs: [0.11697635528050546, 0.10540681023669728, 0.09857064952052877, 0.09857064952052877, 0.17524538627146147, 0.20808885012922076, 0.09857064952052877, 0.09857064952052877]
Timestep: 22, Trans probs: [0.09991787574135527, 0.09991787574135527, 0.09991787574135527, 0.09991787574135527, 0.14060876671121178, 0.2598839788406567, 0.09991787574135527, 0.09991787574135527]
Timestep: 23, Trans probs: [0.10089077953650102, 0.10089077953650102, 0.10089077953650102, 0.10089077953650102, 0.22043463218100526, 0.17422069059998868, 0.10089077953650102, 0.10089077953650102]
Timestep: 24, Trans probs: [0.09984426083682929, 0.09984426083682929, 0.09984426083682929, 0.09984426083682929, 0.26253763068446423, 0.13839680429456014, 0.09984426083682929, 0.09984426083682929]
Timestep: 25, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 26, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 27, Trans probs: [0.1082431894763526, 0.10172063768525397, 0.09786662163236293, 0.09786662163236293, 0.23896008923257694, 0.1596095970763648, 0.09786662163236293, 0.09786662163236293]
Timestep: 28, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 29, Trans probs: [0.1082431894763526, 0.10172063768525397, 0.09786662163236293, 0.09786662163236293, 0.23896008923257694, 0.1596095970763648, 0.09786662163236293, 0.09786662163236293]
Timestep: 30, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 31, Trans probs: [0.09984426083682929, 0.09984426083682929, 0.09984426083682929, 0.09984426083682929, 0.26253763068446423, 0.13839680429456014, 0.09984426083682929, 0.09984426083682929]
