Action: 0
[0.15735880659524074, 0.08276381885830975, 0.34055451786101903, 0.082763818851441, 0.08825267959388926, 0.08277872053721833, 0.082763818851441, 0.082763818851441]
[0.10073272687952248, 0.10073272687952248, 0.2948709118433427, 0.10073272687952248, 0.10073272687952248, 0.10073272687952248, 0.10073272687952248, 0.10073272687952248]
[0.19162710289429652, 0.07801428191634376, 0.29428027249760685, 0.07801428191634376, 0.10520605132441119, 0.09682944561831049, 0.07801428191634376, 0.07801428191634376]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.15279200356854716, 0.08062576127398247, 0.31943850461641055, 0.08062576127398247, 0.12416953466312029, 0.08109691205599212, 0.08062576127398247, 0.08062576127398247]
[0.1084749070686747, 0.08667607757836665, 0.3714686274611254, 0.08667607757836665, 0.08667607757836665, 0.08667607757836665, 0.08667607757836665, 0.08667607757836665]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

Action: 1
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

