Timestep: 0, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 1, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 2, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]
Timestep: 3, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 4, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 5, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 6, Trans probs: [0.10914790710392475, 0.10914790710392475, 0.10914790710392475, 0.10914790710392475, 0.10914790710392475, 0.23596465027252678, 0.10914790710392475, 0.10914790710392475]
Timestep: 7, Trans probs: [0.1092587995546002, 0.1092587995546002, 0.1092587995546002, 0.1092587995546002, 0.2185175991092004, 0.1259296035631984, 0.1092587995546002, 0.1092587995546002]
Timestep: 8, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 9, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 10, Trans probs: [0.10914790710392475, 0.10914790710392475, 0.10914790710392475, 0.10914790710392475, 0.12681674316860203, 0.2182958142078495, 0.10914790710392475, 0.10914790710392475]
Timestep: 11, Trans probs: [0.1087554711342271, 0.1087554711342271, 0.1087554711342271, 0.1087554711342271, 0.11170928259359138, 0.23575789060104602, 0.1087554711342271, 0.1087554711342271]
Timestep: 12, Trans probs: [0.1092587995546002, 0.1092587995546002, 0.1092587995546002, 0.1092587995546002, 0.2185175991092004, 0.1259296035631984, 0.1092587995546002, 0.1092587995546002]
Timestep: 13, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 14, Trans probs: [0.1092587995546002, 0.1092587995546002, 0.1092587995546002, 0.1092587995546002, 0.2185175991092004, 0.1259296035631984, 0.1092587995546002, 0.1092587995546002]
Timestep: 15, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 16, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 17, Trans probs: [0.10920259039199179, 0.10920259039199179, 0.10920259039199179, 0.10920259039199179, 0.2187955944869167, 0.12598886316113264, 0.10920259039199179, 0.10920259039199179]
Timestep: 18, Trans probs: [0.10877692696353536, 0.10877692696353536, 0.10877692696353536, 0.10877692696353536, 0.12699425129645245, 0.22034418692233546, 0.10877692696353536, 0.10877692696353536]
Timestep: 19, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 20, Trans probs: [0.10877692696353536, 0.10877692696353536, 0.10877692696353536, 0.10877692696353536, 0.12699425129645245, 0.22034418692233546, 0.10877692696353536, 0.10877692696353536]
Timestep: 21, Trans probs: [0.10877350224580808, 0.10877350224580808, 0.10877350224580808, 0.10877350224580808, 0.11172658648039702, 0.23563240004475453, 0.10877350224580808, 0.10877350224580808]
Timestep: 22, Trans probs: [0.12700241946681892, 0.1087554711342271, 0.2175109422684542, 0.1087554711342271, 0.11170928259359138, 0.1087554711342271, 0.1087554711342271, 0.1087554711342271]
Timestep: 23, Trans probs: [0.10914790710392475, 0.10914790710392475, 0.10914790710392475, 0.10914790710392475, 0.12681674316860203, 0.2182958142078495, 0.10914790710392475, 0.10914790710392475]
Timestep: 24, Trans probs: [0.10877350224580808, 0.10877350224580808, 0.10877350224580808, 0.10877350224580808, 0.11172658648039702, 0.23563240004475453, 0.10877350224580808, 0.10877350224580808]
Timestep: 25, Trans probs: [0.10920157512155697, 0.10920157512155697, 0.10920157512155697, 0.10920157512155697, 0.10959253429836148, 0.2351980149722967, 0.10920157512155697, 0.10920157512155697]
Timestep: 26, Trans probs: [0.10916321984833681, 0.10866227793007785, 0.1117568089879498, 0.10866227793007785, 0.1271063035832463, 0.2173245558601557, 0.10866227793007785, 0.10866227793007785]
Timestep: 27, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 28, Trans probs: [0.21733420644004453, 0.12710058128037682, 0.10866710322002227, 0.10866710322002227, 0.1117580732464252, 0.1091387261530645, 0.10866710322002227, 0.10866710322002227]
Timestep: 29, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 30, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 31, Trans probs: [0.10920157512155697, 0.10920157512155697, 0.10920157512155697, 0.10920157512155697, 0.10959253429836148, 0.2351980149722967, 0.10920157512155697, 0.10920157512155697]
Timestep: 32, Trans probs: [0.21733420644004453, 0.12710058128037682, 0.10866710322002227, 0.10866710322002227, 0.1117580732464252, 0.1091387261530645, 0.10866710322002227, 0.10866710322002227]
Timestep: 33, Trans probs: [0.10924559758046413, 0.10924559758046413, 0.10924559758046413, 0.10924559758046413, 0.21854313116688173, 0.12598328335033354, 0.10924559758046413, 0.10924559758046413]
Timestep: 34, Trans probs: [0.10877444643686866, 0.10877444643686866, 0.10877444643686866, 0.10877444643686866, 0.127011612073255, 0.2203417093055331, 0.10877444643686866, 0.10877444643686866]
Timestep: 35, Trans probs: [0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 36, Trans probs: [0.10877444643686866, 0.10877444643686866, 0.10877444643686866, 0.10877444643686866, 0.127011612073255, 0.2203417093055331, 0.10877444643686866, 0.10877444643686866]
Timestep: 37, Trans probs: [0.12712865775193274, 0.11177722844404575, 0.10864114436406683, 0.10864114436406683, 0.10916701050065569, 0.21736252584709861, 0.10864114436406683, 0.10864114436406683]
Timestep: 38, Trans probs: [0.11178223481782588, 0.1091715143283858, 0.10863818034364722, 0.10863818034364722, 0.21736579141520654, 0.12712773806399305, 0.10863818034364722, 0.10863818034364722]
Timestep: 39, Trans probs: [0.10877314999624291, 0.10877314999624291, 0.10877314999624291, 0.10877314999624291, 0.2205025940215035, 0.12685850600103904, 0.10877314999624291, 0.10877314999624291]
Timestep: 40, Trans probs: [0.10877769917511838, 0.10877769917511838, 0.10877769917511838, 0.10877769917511838, 0.12685265953456978, 0.22048114541472005, 0.10877769917511838, 0.10877769917511838]
Timestep: 41, Trans probs: [0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
Timestep: 42, Trans probs: [0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]
Timestep: 43, Trans probs: [0.10877769917511838, 0.10877769917511838, 0.10877769917511838, 0.10877769917511838, 0.12685265953456978, 0.22048114541472005, 0.10877769917511838, 0.10877769917511838]
