Action: 0
[0.20122238623089567, 0.06432509811361868, 0.15541574657476143, 0.06430214318554967, 0.1910206590122001, 0.19510968051187522, 0.06430214318554967, 0.06430214318554967]
[0.14594812637888607, 0.0810353282675105, 0.29300156308722725, 0.0810353282675105, 0.0810353282675105, 0.1558736691963342, 0.0810353282675105, 0.0810353282675105]
[0.2902238996885436, 0.0669656399077059, 0.2420059691523913, 0.0669656399073201, 0.12211497529712723, 0.0777925962322716, 0.0669656399073201, 0.0669656399073201]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.19462796295882337, 0.07005177369516197, 0.3240885811981726, 0.0700472757903575, 0.12614037573804227, 0.07494947903872737, 0.0700472757903575, 0.0700472757903575]
[0.15512240487201479, 0.07417445612070286, 0.3955441667645497, 0.07282257742071453, 0.07873695349776419, 0.07795428648282486, 0.07282257742071453, 0.07282257742071453]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

Action: 1
[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

