Action: 0
[0.1758045003543016, 0.08451673170950365, 0.2885129270046561, 0.08451673170950365, 0.10371205448315884, 0.09390359131986889, 0.08451673170950365, 0.08451673170950365]
[0.11436187557369215, 0.11068508690439063, 0.3038107314081621, 0.0774853175027197, 0.16120103610287637, 0.0774853175027197, 0.0774853175027197, 0.0774853175027197]
[0.24132030633355073, 0.08384277095891099, 0.2555450965820746, 0.08384277090451339, 0.08392073676390278, 0.0838427766480207, 0.08384277090451339, 0.08384277090451339]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.17176043034624233, 0.08370041580208486, 0.2682246944502193, 0.08370041580208486, 0.14149599568905558, 0.08371721630614337, 0.08370041580208486, 0.08370041580208486]
[0.16130148265954825, 0.07904463425682046, 0.28434849879582513, 0.07904463425682046, 0.15912684726052426, 0.07904463425682046, 0.07904463425682046, 0.07904463425682046]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

Action: 1
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.10073272687952248, 0.10073272687952248, 0.10073272687952248, 0.10073272687952248, 0.10073272687952248, 0.2948709118433427, 0.10073272687952248, 0.10073272687952248]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.10073272687952248, 0.10073272687952248, 0.10073272687952248, 0.10073272687952248, 0.10073272687952248, 0.2948709118433427, 0.10073272687952248, 0.10073272687952248]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

