Action: 0
[0.1369570080830486, 0.09755912331314173, 0.27616257808914363, 0.09755912331314173, 0.09786254754337781, 0.09878137303186295, 0.09755912331314173, 0.09755912331314173]
[0.10121249764482435, 0.10121249764482435, 0.19030001884140518, 0.10121249764482435, 0.2024249952896487, 0.10121249764482435, 0.10121249764482435, 0.10121249764482435]
[0.21868597629214662, 0.09886914130547513, 0.18793247610492167, 0.09886914130547513, 0.09886959994632111, 0.0990353824347101, 0.09886914130547513, 0.09886914130547513]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.14938036154091286, 0.09697695918707991, 0.2645940646252944, 0.09693115714385693, 0.10132398607128512, 0.09693115714385693, 0.09693115714385693, 0.09693115714385693]
[0.12072312581662112, 0.09861342591370212, 0.2863440576308932, 0.09861342591370212, 0.09986469263326093, 0.09861442026441618, 0.09861342591370212, 0.09861342591370212]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

Action: 1
[0.09784936502241855, 0.09784936502241855, 0.09784936502241855, 0.09784936502241855, 0.1630400298369663, 0.24986378002852236, 0.09784936502241855, 0.09784936502241855]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.09771786396806165, 0.09771786396806165, 0.09771786396806165, 0.09771786396806165, 0.1390217670622451, 0.27467104912938495, 0.09771786396806165, 0.09771786396806165]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.10121249764482435, 0.10121249764482435, 0.10121249764482435, 0.10121249764482435, 0.10121249764482435, 0.29151251648622956, 0.10121249764482435, 0.10121249764482435]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

