Action: 0
[0.08455048820370512, 0.052359286119570664, 0.5082933742274611, 0.052359286119570664, 0.09760224775654001, 0.10011674533401094, 0.052359286119570664, 0.052359286119570664]
[0.13836803564949704, 0.06918401782474852, 0.19416549619336912, 0.06918401782474852, 0.25960502786621076, 0.13112536899192906, 0.06918401782474852, 0.06918401782474852]
[0.08016878044878147, 0.055802656954804734, 0.4732577132505046, 0.05264478003813329, 0.1800943707330085, 0.05274213849850076, 0.05264478003813329, 0.05264478003813329]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.13453330776931535, 0.05433608735192943, 0.4466615019677327, 0.052586891505938434, 0.15165870153890343, 0.055049726854303926, 0.052586891505938434, 0.052586891505938434]
[0.22203835733648716, 0.051993900948865614, 0.383214506370156, 0.051993900948865614, 0.12223238594062105, 0.06453914655727329, 0.051993900948865614, 0.051993900948865614]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

Action: 1
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.08467833765747725, 0.08467833765747725, 0.08467833765747725, 0.08467833765747725, 0.08467833765747725, 0.40725163639765927, 0.08467833765747725, 0.08467833765747725]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.1383184010485112, 0.0742475557038951, 0.0742475557038951, 0.0742475557038951, 0.0742475557038951, 0.41619626472811816, 0.0742475557038951, 0.0742475557038951]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]
[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]

